house_type,house_size,location,latitude,longitude,price,numBathrooms,SecurityDeposit,Status
1 BHK Apartment ,650 sq ft,Palghar,19.65348625,72.71968842,4500,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,234 sq ft",Ghansoli,19.12706566,73.00237274,41000,2.0," 1,50,000",Unfurnished
2 BHK Apartment ,"1,000 sq ft",St Andrew Rd,19.0596962,72.8265686,79000,2.0," 2,50,000",Furnished
2 BHK Apartment ,850 sq ft,Bandra West,19.06122017,72.83004761,150000,3.0," 3,00,000",Semi-Furnished
1 BHK Apartment ,670 sq ft,Thane West,19.27489662,72.96329498,17000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,651 sq ft,Ghansoli,19.12399673,72.9980545,41500,2.0," 1,50,000",Furnished
2 BHK Apartment ,"1,050 sq ft",Panvel,18.96326828,73.12701416,15000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,425 sq ft,Kandivali West,19.20246506,72.82470703,17000,1.0," 50,000",Unfurnished
1 BHK Apartment ,527 sq ft,Thane West,19.2227726,72.97317505,21000,1.0,No Deposit,Semi-Furnished
4 BHK Apartment ,"2,200 sq ft",Santacruz West,19.07615089,72.83560181,375000,5.0," 6,00,000",Semi-Furnished
1 RK Studio Apartment ,380 sq ft,Kandivali East,19.207407,72.87836456,20000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Nerul,19.02576828,73.01863098,30000,2.0,No Deposit,Furnished
2 BHK Apartment ,900 sq ft,Bhayandar East,19.30729294,72.86174774,15000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,615 sq ft,Ghatkopar East,19.07976341,72.90843964,30000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Ghansoli,19.12399673,72.9980545,27000,2.0," 75,000",Unfurnished
2 BHK Apartment ,792 sq ft,Powai,19.10760689,72.8992157,75000,2.0," 2,00,000",Furnished
2 BHK Apartment ,900 sq ft,Dadar East,19.01447678,72.84549713,60000,2.0,No Deposit,Furnished
4 BHK Apartment ,"4,800 sq ft",Malabar Hill,18.95427322,72.80132294,750000,6.0," 42,00,000",Semi-Furnished
1 BHK Apartment ,450 sq ft,Dadar East,19.00691986,72.84114838,45000,1.0," 1,00,000",Semi-Furnished
2 BHK Apartment ,950 sq ft,Goregaon West,19.16693306,72.83876038,48000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,150 sq ft",Kharghar,19.0435276,73.06318665,25000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,500 sq ft,Lower Parel,18.99590683,72.82880402,50000,2.0,No Deposit,Furnished
2 BHK Apartment ,610 sq ft,Virar,19.46809959,72.79780579,7500,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,750 sq ft,Jogeshwari West,19.13975906,72.84013367,70000,2.0," 3,00,000",Unfurnished
4 BHK Apartment ,"2,200 sq ft",Mulund West,19.16048431,72.94541931,65000,5.0,No Deposit,Unfurnished
1 RK Studio Apartment ,344 sq ft,Goregaon East,19.15221214,72.88626099,10000,1.0,No Deposit,Unfurnished
1 BHK Apartment ,640 sq ft,Ghansoli,19.11493874,73.00551605,29000,2.0," 90,000",Furnished
3 BHK Apartment ,"1,500 sq ft",Tardeo,18.96496964,72.80918121,200000,3.0,No Deposit,Furnished
3 BHK Apartment ,"1,150 sq ft",Kharghar,19.03798676,73.06668854,28000,3.0," 1,00,000",Semi-Furnished
2 BHK Apartment ,690 sq ft,Kanjurmarg,19.1315136,72.92739868,27000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,750 sq ft,Mulund East,19.15246582,72.96372223,45000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"2,200 sq ft",Ghansoli,19.12399673,72.9980545,35000,3.0," 1,25,000",Furnished
1 BHK Apartment ,500 sq ft,Andheri East,19.11686325,72.86997986,45000,2.0,No Deposit,Furnished
1 BHK Apartment ,620 sq ft,Naigaon East,19.36510086,72.86039734,9500,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,400 sq ft",Kharghar,19.03459358,73.06764221,45000,3.0," 1,00,000",Furnished
1 BHK Apartment ,474 sq ft,Malad East,19.19338989,72.85915375,39500,2.0," 1,00,000",Furnished
1 BHK Apartment ,600 sq ft,Mira Road East,19.27972221,72.88388824,25500,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,060 sq ft",Mulund West,19.15857124,72.94791412,39000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,250 sq ft",Andheri West,19.12127495,72.83872223,135000,3.0,No Deposit,Furnished
1 BHK Villa ,750 sq ft,Nerul,19.03377151,73.01145935,16000,2.0,No Deposit,Unfurnished
4 BHK Apartment ,"3,000 sq ft",Juhu,19.09882164,72.8320694,350000,4.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,305 sq ft",Kharghar,19.07082176,73.08248138,33000,2.0," 1,00,000",Semi-Furnished
1 BHK Apartment ,550 sq ft,Dombivali East,19.20543861,73.09545135,5500,1.0," 25,000",Semi-Furnished
1 RK Studio Apartment ,350 sq ft,Andheri West,19.1376152,72.82183075,25000,1.0,No Deposit,Furnished
1 BHK Apartment ,340 sq ft,Kandivali West,19.20246506,72.82470703,12000,1.0," 30,000",Unfurnished
1 BHK Apartment ,750 sq ft,Cumballa Hill,18.96513748,72.80402374,85000,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Kandivali East,19.21030617,72.86837769,50000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,970 sq ft,Bhandup West,19.14579773,72.93276978,37000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,550 sq ft,Ghansoli,19.12399673,72.9980545,11000,1.0," 30,000",Unfurnished
1 BHK Apartment ,670 sq ft,Airoli,19.15414238,72.99334717,12000,1.0," 40,000",Semi-Furnished
1 BHK Apartment ,620 sq ft,Ghodbunder Road,19.27116776,72.96845245,14500,2.0," 65,000",Furnished
3 BHK Apartment ,"1,200 sq ft",Chembur,19.06293297,72.89239502,75000,2.0,No Deposit,Furnished
1 BHK Apartment ,552 sq ft,Chembur,19.04881477,72.8870697,35000,1.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,600 sq ft",Lower Parel,18.99975586,72.82673645,225000,3.0,No Deposit,Semi-Furnished
4 BHK Apartment ,"2,200 sq ft",Malabar Hill,18.95371056,72.8004303,400000,4.0,No Deposit,Furnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,050 sq ft",Goregaon East,19.1738739,72.87392426,53000,2.0," 2,00,000",Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Seawoods,19.02178192,73.0182724,88000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,930 sq ft,Chembur,19.05407524,72.90532684,55000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Santacruz West,19.08087349,72.83625031,150000,2.0," 3,00,000",Semi-Furnished
2 BHK Apartment ,"1,150 sq ft",Andheri West,19.12360191,72.82544708,75000,3.0," 3,00,000",Furnished
1 RK Studio Apartment ,450 sq ft,Dombivali East,19.2113533,73.08587646,8000,1.0,No Deposit,Unfurnished
4 BHK Apartment ,"2,150 sq ft",Worli,19.00612831,72.82883453,275000,5.0," 5,00,000",Semi-Furnished
1 RK Studio Apartment ,225 sq ft,Malad West,19.20204163,72.81889343,10000,1.0,No Deposit,Unfurnished
1 BHK Apartment ,450 sq ft,Andheri East,19.12444687,72.86378479,30000,1.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,600 sq ft",Andheri West,19.14069939,72.83135986,120000,4.0," 3,00,000",Furnished
3 BHK Apartment ,"1,050 sq ft",Bhandup West,19.15668869,72.938591,70000,3.0,No Deposit,Unfurnished
1 BHK Apartment ,400 sq ft,Ghansoli,19.12588501,72.99964142,10500,1.0,No Deposit,Unfurnished
2 BHK Apartment ,792 sq ft,Powai,19.10760689,72.8992157,75000,2.0," 2,00,000",Furnished
2 BHK Apartment ,"1,400 sq ft",Kanjurmarg,19.1339817,72.93009186,75000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,200 sq ft",Kalyan West,19.25731087,73.12992096,34000,3.0,No Deposit,Furnished
2 BHK Apartment ,"1,115 sq ft",Kharghar,19.06895256,73.08503723,25000,1.0,No Deposit,Semi-Furnished
5 BHK Apartment ,"2,795 sq ft",Goregaon East,19.16966629,72.86525726,160000,5.0," 6,00,000",Semi-Furnished
2 BHK Apartment ,900 sq ft,Santacruz East,19.07358932,72.86816406,60000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,170 sq ft",Kharghar,19.07038116,73.08075714,25000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Ulwe,18.97681999,73.03240967,16000,3.0,No Deposit,Unfurnished
1 BHK Apartment ,600 sq ft,Andheri East,19.11466599,72.85807037,50000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Carter Road,19.06421089,72.82302094,150000,3.0," 3,00,000",Furnished
2 BHK Apartment ,800 sq ft,Andheri West,19.13805008,72.82532501,55000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,750 sq ft,Colaba,18.91975021,72.8295517,100000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Juhu,19.1133461,72.83358002,85000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,120 sq ft",Andheri West,19.15156555,72.83294678,100000,3.0," 3,00,000",Furnished
2 BHK Apartment ,"1,100 sq ft",Andheri East,19.12188911,72.82594299,57000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,"1,000 sq ft",Kurla West,19.0707531,72.87813568,42000,1.0," 1,00,000",Furnished
3 BHK Apartment ,"2,202 sq ft",Chembur,19.06196213,72.89355469,70000,3.0," 3,00,000",Unfurnished
1 BHK Apartment ,650 sq ft,Ghansoli,19.12399673,72.9980545,16500,2.0," 40,000",Unfurnished
3 BHK Apartment ,"1,100 sq ft",Khar West,19.06879044,72.82737732,200000,4.0," 4,00,000",Semi-Furnished
3 BHK Apartment ,"1,665 sq ft",Goregaon West,19.16319275,72.84197235,67000,3.0," 3,00,000",Semi-Furnished
2 BHK Apartment ,"1,300 sq ft",Bandra West,19.05635643,72.8288269,150000,3.0,No Deposit,Furnished
1 BHK Apartment ,650 sq ft,Andheri East,19.1172924,72.8841095,43000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,600 sq ft,Dombivali,19.19506645,73.09049988,8000,1.0," 40,000",Semi-Furnished
1 RK Studio Apartment ,450 sq ft,Badlapur East,19.144207,73.24699402,3000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,050 sq ft",Andheri West,19.12923622,72.82000732,135000,2.0," 4,00,000",Furnished
1 BHK Apartment ,602 sq ft,Thane West,19.26754189,72.96327972,13999,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,630 sq ft,Kanjurmarg,19.12845993,72.92731476,34000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,600 sq ft,Bandra West,19.06117058,72.83162689,55000,2.0,No Deposit,Furnished
1 RK Studio Apartment ,344 sq ft,Goregaon East,19.15562439,72.88517761,12000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Andheri West,19.12691879,72.83322906,85000,2.0," 3,00,000",Furnished
2 BHK Apartment ,940 sq ft,Borivali East,19.22451973,72.86052704,50000,2.0," 2,00,000",Unfurnished
1 BHK Apartment ,553 sq ft,Kandivali West,19.20169067,72.83439636,30000,2.0," 1,00,000",Semi-Furnished
1 BHK Apartment ,650 sq ft,Dadar West,19.01543427,72.8396225,45000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Bandra East,19.0618,72.85441589,65000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,690 sq ft",Andheri East,19.1108036,72.87134552,142300,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,100 sq ft",Thane West,19.22521782,72.97000885,40000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,850 sq ft,Bhandup West,19.15442848,72.93182373,25000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Malad West,19.18059731,72.84043121,52000,2.0,No Deposit,Furnished
1 RK Studio Apartment ,500 sq ft,Colaba,18.90838814,72.81639862,40000,1.0,No Deposit,Furnished
1 BHK Apartment ,535 sq ft,Goregaon East,19.15395355,72.88471222,16000,1.0,No Deposit,Unfurnished
1 BHK Apartment ,585 sq ft,Dahisar,19.26166916,72.87430573,13000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,700 sq ft,Ulwe,18.97218895,73.0164032,16000,1.0,No Deposit,Furnished
3 BHK Apartment ,"1,600 sq ft",Juhu,19.1133461,72.83358002,125000,3.0,No Deposit,Furnished
1 BHK Apartment ,664 sq ft,Kalyan West,19.26094437,73.13653564,10000,1.0," 60,000",Semi-Furnished
3 BHK Apartment ,"2,700 sq ft",Powai,19.11918259,72.90559387,225000,3.0,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Santacruz West,19.07835579,72.83985901,140000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Mulund East,19.16979027,72.95973969,25000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,500 sq ft,Santacruz East,19.0793705,72.85626221,32000,1.0,No Deposit,Furnished
1 BHK Apartment ,606 sq ft,Kalwa,19.20221519,73.00561523,14000,1.0,No Deposit,Unfurnished
2 BHK Apartment ,900 sq ft,Andheri West,19.14368057,72.828125,70000,2.0," 2,00,000",Furnished
3 BHK Apartment ,950 sq ft,Santacruz East,19.0758667,72.84881592,65000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,020 sq ft",Andheri West,19.14465523,72.82555389,75000,2.0," 2,00,000",Furnished
1 BHK Apartment ,510 sq ft,Thane West,19.27858353,72.96922302,10500,2.0," 40,000",Unfurnished
1 BHK Apartment ,558 sq ft,Santacruz West,19.08271599,72.83628082,50000,1.0,No Deposit,Furnished
2 BHK Apartment ,950 sq ft,Andheri West,19.14115715,72.81265259,65000,2.0," 2,00,000",Furnished
4 BHK Apartment ,"2,450 sq ft",Kharghar,19.03163338,73.06708527,64000,4.0," 1,00,000",Furnished
3 BHK Apartment ,"1,600 sq ft",Worli,19.00309181,72.82584381,315000,3.0,No Deposit,Furnished
2 BHK Apartment ,800 sq ft,Kastur Park,19.22226334,72.8455658,42000,2.0," 2,00,000",Semi-Furnished
1 BHK Apartment ,680 sq ft,Santacruz East,19.07535553,72.86112213,54999,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,901 sq ft",Kalyan West,19.24119949,73.12905884,14000,2.0," 1,00,000",Semi-Furnished
2 BHK Apartment ,"1,242 sq ft",Panvel,18.95307922,73.14958191,12000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,200 sq ft",Airoli,19.15414238,72.99334717,32500,2.0," 90,000",Semi-Furnished
3 BHK Apartment ,"1,250 sq ft",Thane West,19.2595787,72.98374939,47000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Colaba,18.90838814,72.81639862,150000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Andheri West,19.12641144,72.82249451,42000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,150 sq ft",Chembur,19.06293297,72.89239502,75000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Kharghar,19.04475212,73.07056427,38000,2.0,No Deposit,Furnished
4 BHK Apartment ,"1,550 sq ft",Worli,19.00169182,72.818573,360000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,580 sq ft,Dombivali,19.21536255,73.09783936,12000,1.0," 50,000",Semi-Furnished
3 BHK Apartment ,"1,850 sq ft",Andheri East,19.12223244,72.86806488,125000,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"2,000 sq ft",Gamdevi,18.95891762,72.81240082,300000,4.0," 18,00,000",Furnished
2 BHK Apartment ,900 sq ft,Ville Parle East,19.0951004,72.8605957,85000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,248 sq ft",Mulund West,19.15857124,72.94791412,42000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,665 sq ft,Vasai,19.41152573,72.84896851,8000,1.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,423 sq ft",Borivali East,19.24099922,72.86535645,55000,3.0," 3,00,000",Unfurnished
1 BHK Apartment ,670 sq ft,Thane West,19.27489662,72.96329498,15000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,500 sq ft,Jogeshwari West,19.1398983,72.84290314,26000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,150 sq ft",Goregaon West,19.15450859,72.84287262,78000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"2,175 sq ft",Parel,18.99790382,72.84116364,230000,3.0,No Deposit,Semi-Furnished
1 BHK Apartment ,550 sq ft,Santacruz East,19.0765934,72.85385132,32000,1.0,No Deposit,Furnished
1 BHK Apartment ,800 sq ft,Andheri West,19.1397171,72.83566284,32000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,550 sq ft",Santacruz East,19.07627678,72.86540222,72000,3.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,161 sq ft",Dombivali,19.14808083,73.07962036,17500,2.0,No Deposit,Unfurnished
1 BHK Apartment ,650 sq ft,Borivali East,19.21984673,72.86177063,30000,2.0," 1,00,000",Unfurnished
1 BHK Apartment ,600 sq ft,Naigaon East,19.36510086,72.86039734,8500,2.0,No Deposit,Unfurnished
1 BHK Apartment ,360 sq ft,Andheri West,19.13805008,72.82532501,23000,1.0,No Deposit,Unfurnished
1 BHK Apartment ,710 sq ft,Kalamboli,19.04022598,73.09493256,12000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,100 sq ft",Ghansoli,19.12399673,72.9980545,26000,2.0," 70,000",Semi-Furnished
2 BHK Apartment ,750 sq ft,Andheri West,19.13805008,72.82532501,70000,2.0,No Deposit,Unfurnished
3 BHK Apartment ,"1,020 sq ft",Juhu,19.10926437,72.83470154,90000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,875 sq ft,Goregaon East,19.17284775,72.87393188,38000,2.0," 2,00,000",Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Powai,19.12353706,72.89595795,65000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,750 sq ft,Malabar Hill,18.96323395,72.80530548,75000,1.0,No Deposit,Furnished
2 BHK Apartment ,"1,008 sq ft",Mulund West,19.15857124,72.94791412,38000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,680 sq ft,Ghansoli,19.12399673,72.9980545,15600,2.0," 45,000",Unfurnished
2 BHK Apartment ,600 sq ft,Khar West,19.06879044,72.82737732,50000,2.0," 1,50,000",Furnished
1 BHK Apartment ,688 sq ft,Ghansoli,19.11493874,73.00551605,18500,2.0," 60,000",Unfurnished
2 BHK Apartment ,"1,000 sq ft",Malad East,19.1772995,72.87310791,55000,2.0,No Deposit,Furnished
2 BHK Apartment ,986 sq ft,Goregaon West,19.16894722,72.84313965,65000,2.0," 3,00,000",Unfurnished
2 BHK Apartment ,680 sq ft,Thane West,19.21997261,72.97567749,45000,3.0,No Deposit,Furnished
1 BHK Apartment ,550 sq ft,Kamothe,19.01380157,73.10284424,12000,1.0," 35,000",Unfurnished
2 BHK Apartment ,"1,250 sq ft",Ghansoli,19.11301613,73.00727081,39999,2.0,No Deposit,Unfurnished
2 BHK Apartment ,950 sq ft,Andheri West,19.13805008,72.82532501,80000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,695 sq ft,Dombivali,19.21320915,73.08672333,16000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,800 sq ft,Andheri West,19.14356232,72.82190704,75000,2.0,No Deposit,Furnished
2 BHK Apartment ,750 sq ft,Andheri West,19.13805008,72.82532501,70000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,850 sq ft,Andheri West,19.13073921,72.81913757,75000,2.0,No Deposit,Furnished
2 BHK Apartment ,700 sq ft,Santacruz East,19.07627678,72.86540222,35000,2.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,938 sq ft",Goregaon East,19.17131424,72.86444855,180000,3.0," 6,00,000",Semi-Furnished
2 BHK Apartment ,"1,150 sq ft",Kharghar,19.05057716,73.06804657,33000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,125 sq ft",Ghansoli,19.12911034,72.99610901,30000,2.0," 75,000",Unfurnished
2 BHK Apartment ,610 sq ft,Virar,19.46809959,72.79780579,7500,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,050 sq ft",Powai,19.11634064,72.91352081,75000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,460 sq ft,Tardeo,18.97781944,72.81047821,70000,1.0,No Deposit,Furnished
3 BHK Apartment ,"1,765 sq ft",Kandivali East,19.19594383,72.87178802,85000,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Bandra West,19.06009293,72.83030701,200000,3.0," 4,00,000",Furnished
2 BHK Apartment ,760 sq ft,Andheri West,19.12205124,72.83136749,90000,2.0," 3,00,000",Furnished
1 RK Studio Apartment ,250 sq ft,Andheri East,19.13683128,72.86800385,16000,1.0,No Deposit,Semi-Furnished
1 BHK Apartment ,600 sq ft,Sector 21 Ghansoli,19.13016319,72.99938202,18600,2.0," 50,000",Unfurnished
1 BHK Apartment ,550 sq ft,Ghansoli,19.12399673,72.9980545,11000,1.0," 30,000",Unfurnished
1 BHK Apartment ,550 sq ft,Ghansoli,19.12399673,72.9980545,13000,2.0," 35,000",Unfurnished
2 BHK Apartment ,900 sq ft,Andheri East,19.11651802,72.8895874,50000,2.0,No Deposit,Furnished
2 BHK Apartment ,750 sq ft,Kamothe,19.01399231,73.10303497,13000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,968 sq ft,Goregaon West,19.15412903,72.84346771,72000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,210 sq ft",Colaba,18.9187355,72.83003998,115000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,055 sq ft",Kanjurmarg,19.12961578,72.93227386,48000,2.0," 2,00,000",Furnished
1 BHK Apartment ,641 sq ft,Ghansoli,19.12399673,72.9980545,15000,2.0," 45,000",Unfurnished
3 BHK Apartment ,"1,459 sq ft",Goregaon East,19.16552544,72.85199738,95000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,990 sq ft,Andheri West,19.1346817,72.82645416,53000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,570 sq ft,Nala Sopara,19.43025589,72.81349945,5500,1.0," 25,000",Semi-Furnished
4 BHK Apartment ,"1,600 sq ft",Mira Road East,19.28219795,72.88488007,58000,4.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,250 sq ft",Goregaon East,19.17053223,72.86499023,80000,3.0,No Deposit,Furnished
2 BHK Apartment ,"1,150 sq ft",Kharghar,19.0435276,73.06318665,25000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,700 sq ft,Tardeo,18.96496964,72.80918121,75000,2.0,No Deposit,Furnished
1 BHK Apartment ,700 sq ft,Thane West,19.26111603,72.956604,12003,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,900 sq ft,Thane West,19.23759651,72.97093201,30000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,720 sq ft,Thane West,19.22291374,72.98842621,25000,2.0,No Deposit,Semi-Furnished
4 BHK Apartment ,"6,000 sq ft",Prabhadevi,19.01517296,72.82372284,350000,4.0," 7,00,000",Furnished
2 BHK Apartment ,830 sq ft,Bhandup West,19.15110016,72.94132233,35000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,200 sq ft",Santacruz East,19.07627678,72.86540222,99999,3.0,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,458 sq ft",Kharghar,19.05834389,73.07910156,40000,3.0," 1,00,000",Furnished
2 BHK Apartment ,915 sq ft,Bandra West,19.0483017,72.82282257,190000,2.0," 4,00,000",Furnished
3 BHK Apartment ,"1,100 sq ft",Mulund West,19.16048431,72.94541931,53000,3.0,No Deposit,Unfurnished
1 BHK Apartment ,597 sq ft,Borivali East,19.21932411,72.87076569,33000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,130 sq ft",Dombivali,19.20687675,73.10365295,16000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,550 sq ft,Dadar West,19.0198555,72.83912659,60000,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Airoli,19.16000748,72.99343872,38000,2.0,No Deposit,Unfurnished
2 BHK Apartment ,520 sq ft,Kalyan West,19.25352097,73.13677979,20000,2.0," 1,00,000",Unfurnished
3 BHK Apartment ,"1,500 sq ft",Thane West,19.22291374,72.98842621,34000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",St Andrew Rd,19.0596962,72.8265686,70000,2.0," 2,50,000",Furnished
1 BHK Apartment ,580 sq ft,Andheri East,19.11567116,72.88295746,45000,2.0,No Deposit,Furnished
2 BHK Apartment ,"1,145 sq ft",Airoli,19.16423035,72.99762726,31000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,700 sq ft",Kharghar,19.04418373,73.07123566,32000,3.0," 1,00,000",Unfurnished
1 BHK Apartment ,388 sq ft,Thane West,19.21181679,72.98913574,18500,2.0,No Deposit,Unfurnished
2 BHK Apartment ,"1,150 sq ft",Seawoods,19.01244736,73.01242065,39000,2.0,No Deposit,Semi-Furnished
1 BHK Apartment ,600 sq ft,Ghansoli,19.12399673,72.9980545,16000,1.0," 40,000",Unfurnished
3 BHK Apartment ,"1,250 sq ft",Borivali East,19.22560692,72.86468506,110000,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,350 sq ft",Tardeo,18.96692276,72.80780029,100000,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,100 sq ft",Mulund West,19.16048431,72.94541931,53000,3.0,No Deposit,Unfurnished
1 BHK Apartment ,350 sq ft,Jogeshwari West,19.14773178,72.84082794,25000,1.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,170 sq ft",Airoli,19.14437485,72.99450684,33500,2.0,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,225 sq ft",Ghansoli,19.12706566,73.00237274,52000,2.0," 1,50,000",Furnished
1 BHK Apartment ,600 sq ft,Andheri West,19.12939453,72.81907654,35000,1.0,No Deposit,Furnished
3 BHK Apartment ,"1,430 sq ft",Kharghar,19.04526329,73.06256104,43000,3.0,No Deposit,Furnished
2 BHK Apartment ,"1,053 sq ft",Andheri West,19.13736153,72.83709717,85000,2.0," 4,00,000",Semi-Furnished
1 BHK Apartment ,655 sq ft,Kharghar,19.04845047,73.07750702,17000,1.0," 80,000",Unfurnished
1 BHK Apartment ,594 sq ft,Ghansoli,19.11484909,73.00028992,30000,1.0," 1,00,000",Semi-Furnished
1 BHK Apartment ,662 sq ft,Thane West,19.2703476,72.97113037,14999,2.0,No Deposit,Furnished
3 BHK Apartment ,"1,690 sq ft",Andheri East,19.1108036,72.87134552,142300,3.0,No Deposit,Semi-Furnished
2 BHK Apartment ,900 sq ft,Ville Parle East,19.0951004,72.8605957,28000,2.0,No Deposit,Unfurnished
1 BHK Apartment ,510 sq ft,Andheri East,19.11567116,72.88295746,45000,2.0,No Deposit,Furnished
